cust_id,Customer_ID,lead_id,ml_unified_proba
C00166,CUST000166,165,0.0017910423968091414
C00167,CUST000167,166,0.02757665576268425
C00168,CUST000168,167,0.00856060940474509
C00169,CUST000169,168,0.0020450047345930743
C00170,CUST000170,169,0.02288864751886412
C00171,CUST000171,170,0.011057150812534446
C00172,CUST000172,171,0.031185831397342767
C00173,CUST000173,172,0.0022342358178408183
C00174,CUST000174,173,0.008158817545050314
C00175,CUST000175,174,0.027840210449068467
C00176,CUST000176,175,0.0067768671504214555
C00177,CUST000177,176,0.9776235138482017
C00178,CUST000178,177,0.01748182947117184
C00179,CUST000179,178,0.9637068830540705
C00180,CUST000180,179,0.026634248186471615
C00181,CUST000181,180,0.9793071379429504
C00182,CUST000182,181,0.9540941751335335
C00183,CUST000183,182,0.9829485625554348
C00184,CUST000184,183,0.9935233368266678
C00185,CUST000185,184,0.9720636631921123
C00186,CUST000186,185,0.013409608926422406
C00187,CUST000187,186,0.03614683163086978
C00188,CUST000188,187,0.00815510121931471
C00189,CUST000189,188,0.961259815078934
C00190,CUST000190,189,0.019054781248677693
C00191,CUST000191,190,0.009917357610549732
C00192,CUST000192,191,0.9958806295261908
C00193,CUST000193,192,0.00902697259321741
C00194,CUST000194,193,0.0016730284347399086
C00195,CUST000195,194,0.9612883114526577
C00196,CUST000196,195,0.03856763409244881
C00197,CUST000197,196,0.02365420055937821
C00198,CUST000198,197,0.9728454697117683
C00199,CUST000199,198,0.018012692732323993
C00200,CUST000200,199,0.9746798132934468
C00201,CUST000201,200,0.0009698010040881979
C00202,CUST000202,201,0.008224820284336553
C00203,CUST000203,202,0.005466894607791268
C00204,CUST000204,203,0.004032319748624707
C00205,CUST000205,204,0.0019074078370896667
C00206,CUST000206,205,0.005375015570088178
C00207,CUST000207,206,0.9748258196580046
C00208,CUST000208,207,0.03295964455075673
C00209,CUST000209,208,0.972468280604592
C00210,CUST000210,209,0.9879214215556422
C00211,CUST000211,210,0.020930592157240628
C00212,CUST000212,211,0.9786141478131539
C00213,CUST000213,212,0.004212819825720641
C00214,CUST000214,213,0.0011849770083451911
C00215,CUST000215,214,0.9631751390879648
C00216,CUST000216,215,0.9773096076388195
C00217,CUST000217,216,0.014207379233945982
C00218,CUST000218,217,0.020595400879753353
C00219,CUST000219,218,0.9599998037406369
C00220,CUST000220,219,0.03769787194377607
C00221,CUST000221,220,0.008898504367455606
C00222,CUST000222,221,0.9621737458374283
C00223,CUST000223,222,0.004433370933727346
C00224,CUST000224,223,0.009342799886308324
C00225,CUST000225,224,0.010082739237323014
C00226,CUST000226,225,0.9522449572029491
C00227,CUST000227,226,0.026607917395408003
C00228,CUST000228,227,0.960813269223157
C00229,CUST000229,228,0.01289792658928651
C00230,CUST000230,229,0.011143035495664266
C00231,CUST000231,230,0.016915080508386898
C00232,CUST000232,231,0.0343535887671934
C00233,CUST000233,232,0.010373573151683309
C00234,CUST000234,233,0.9808673595419861
C00235,CUST000235,234,0.9732502879815084
C00236,CUST000236,235,0.011639717044779898
C00237,CUST000237,236,0.03589127553793625
C00238,CUST000238,237,0.006846440936898977
C00239,CUST000239,238,0.0016950121384973814
C00240,CUST000240,239,0.9831105430913071
C00241,CUST000241,240,0.010222238766911296
C00242,CUST000242,241,0.9942954712198006
C00243,CUST000243,242,0.0014442782849535525
C00244,CUST000244,243,0.002670731531584068
C00245,CUST000245,244,0.003893843737635193
C00246,CUST000246,245,0.009615592101753386
C00247,CUST000247,246,0.007775437581794003
C00248,CUST000248,247,0.9688986556778753
C00249,CUST000249,248,0.008387716686107185
C00250,CUST000250,249,0.013454592731369711
C00251,CUST000251,250,0.014425490294257435
C00252,CUST000252,251,0.012909597636729248
C00253,CUST000253,252,0.9752810932087796
C00254,CUST000254,253,0.016762723395386127
C00255,CUST000255,254,0.971577873330911
C00256,CUST000256,255,0.0105537478315929
C00257,CUST000257,256,0.0021051873625574247
C00258,CUST000258,257,0.039471295084094075
C00259,CUST000259,258,0.018958681562438514
C00260,CUST000260,259,0.0031712348291033808
C00261,CUST000261,260,0.01777078997606485
C00262,CUST000262,261,0.005501607668118829
C00263,CUST000263,262,0.021046731790331716
C00264,CUST000264,263,0.9553647185184879
C00265,CUST000265,264,0.005286191591559154
C00266,CUST000266,265,0.03203490292659687
C00267,CUST000267,266,0.9552230753130204
C00268,CUST000268,267,0.025079159511610313
C00269,CUST000269,268,0.013234804981414782
C00270,CUST000270,269,0.035091290455029504
C00271,CUST000271,270,0.9317931421184915
C00272,CUST000272,271,0.9543532604192362
C00273,CUST000273,272,0.011022321962836937
C00274,CUST000274,273,0.024081561316441253
C00275,CUST000275,274,0.003559121596020066
C00276,CUST000276,275,0.9868557568360394
C00277,CUST000277,276,0.03510820884161645
C00278,CUST000278,277,0.0016165156562344305
C00279,CUST000279,278,0.9893140445992279
C00280,CUST000280,279,0.01119407389688069
C00281,CUST000281,280,0.9806662790395954
C00282,CUST000282,281,0.965320779196148
C00283,CUST000283,282,0.9607697184489095
C00284,CUST000284,283,0.017085003878592894
C00285,CUST000285,284,0.014935952753862041
C00286,CUST000286,285,0.9549902439103196
C00287,CUST000287,286,0.9843538692539128
C00288,CUST000288,287,0.02116984645205284
C00289,CUST000289,288,0.007234793989686134
C00290,CUST000290,289,0.0010444099636774588
C00291,CUST000291,290,0.9453671060400912
C00292,CUST000292,291,0.9722713646319437
C00293,CUST000293,292,0.007521163201942011
C00294,CUST000294,293,0.010747222620011319
C00295,CUST000295,294,0.007923640703911952
C00296,CUST000296,295,0.013202766168511666
C00297,CUST000297,296,0.028958676058467026
C00298,CUST000298,297,0.042244075715319726
C00299,CUST000299,298,0.013910525154456599
C00300,CUST000300,299,0.9738536889417863
C00301,CUST000301,300,0.9539714857217818
C00302,CUST000302,301,0.005905232782018824
C00303,CUST000303,302,0.03011379595603224
C00304,CUST000304,303,0.97968164494695
C00305,CUST000305,304,0.03582627395173984
C00306,CUST000306,305,0.9688485298779858
C00307,CUST000307,306,0.013286374315308812
C00308,CUST000308,307,0.9812254663842227
C00309,CUST000309,308,0.010277693274715336
C00310,CUST000310,309,0.021898430424438252
C00311,CUST000311,310,0.005164405643523056
C00312,CUST000312,311,0.02317577847483146
C00313,CUST000313,312,0.02078807420946566
C00314,CUST000314,313,0.028809869940035936
C00315,CUST000315,314,0.006513823545967158
C00316,CUST000316,315,0.027629048690818357
C00317,CUST000317,316,0.003642824612656967
C00318,CUST000318,317,0.016044449334622023
C00319,CUST000319,318,0.011155943802994816
C00320,CUST000320,319,0.005210430089170161
C00321,CUST000321,320,0.017325495316609794
C00322,CUST000322,321,0.9747129282869433
C00323,CUST000323,322,0.975251766623101
C00324,CUST000324,323,0.9656756789315042
C00325,CUST000325,324,0.0059473588806985426
C00326,CUST000326,325,0.980813366207695
C00327,CUST000327,326,0.9630568785683776
C00328,CUST000328,327,0.008787626091794003
C00329,CUST000329,328,0.012243578772529216
C00330,CUST000330,329,0.9657000941642282
C00331,CUST000331,330,0.015966050484501625
C00332,CUST000332,331,0.004344344944214125
C00333,CUST000333,332,0.028353171396067366
C00334,CUST000334,333,0.0014306480144066955
C00335,CUST000335,334,0.9650993881857546
C00336,CUST000336,335,0.9792207887867823
C00337,CUST000337,336,0.01734738284933193
C00338,CUST000338,337,0.0005464042490366531
C00339,CUST000339,338,0.016749851414081557
C00340,CUST000340,339,0.011221505429992265
C00341,CUST000341,340,0.008388078613301797
C00342,CUST000342,341,0.9634464596371326
C00343,CUST000343,342,0.016647053193099486
C00344,CUST000344,343,0.03248704424062652
C00345,CUST000345,344,0.007029654392817168
C00346,CUST000346,345,0.024332995692945118
C00347,CUST000347,346,0.018322971543585958
C00348,CUST000348,347,0.9709632861613915
C00349,CUST000349,348,0.030355273340370584
C00350,CUST000350,349,0.9780476005593276
C00351,CUST000351,350,0.018709336236527905
C00352,CUST000352,351,0.020450062283685618
C00353,CUST000353,352,0.9813339715982142
C00354,CUST000354,353,0.0032973376225030448
C00355,CUST000355,354,0.010060960577390648
C00356,CUST000356,355,0.0014056413950978084
C00357,CUST000357,356,0.009681768763353102
C00358,CUST000358,357,0.9226350662814063
C00359,CUST000359,358,0.002883793319530049
C00360,CUST000360,359,0.011175991750052058
C00361,CUST000361,360,0.010685523185267012
C00362,CUST000362,361,0.00633092782880167
C00363,CUST000363,362,0.9546424192339159
C00364,CUST000364,363,0.011082447181913395
C00365,CUST000365,364,0.0029333412299736216
C00366,CUST000366,365,0.014679788927548407
C00367,CUST000367,366,0.9846716736991512
C00368,CUST000368,367,0.9547472920018043
C00369,CUST000369,368,0.013300417671842773
C00370,CUST000370,369,0.016558001642633057
C00371,CUST000371,370,0.01587827303999417
C00372,CUST000372,371,0.04249547613031707
C00373,CUST000373,372,0.014661890094408141
C00374,CUST000374,373,0.02136409509784044
C00375,CUST000375,374,0.03729429069443173
C00376,CUST000376,375,0.0052799363512275365
C00377,CUST000377,376,0.019883165215292865
C00378,CUST000378,377,0.011042332235031862
C00379,CUST000379,378,0.015563582483670282
C00380,CUST000380,379,0.9843698014499992
C00381,CUST000381,380,0.022071276282960055
C00382,CUST000382,381,0.012170963877046411
C00383,CUST000383,382,0.01348791397011487
C00384,CUST000384,383,0.008355949015522586
C00385,CUST000385,384,0.027932969502927934
C00386,CUST000386,385,0.9566469789199044
C00387,CUST000387,386,0.006158812783976015
C00388,CUST000388,387,0.9714328035233171
C00389,CUST000389,388,0.003946282151048824
C00390,CUST000390,389,0.007571927060315235
C00391,CUST000391,390,0.029735271308457985
C00392,CUST000392,391,0.004792599430949998
C00393,CUST000393,392,0.989407461390839
C00394,CUST000394,393,0.9594606853855866
C00395,CUST000395,394,0.006067736765760882
C00396,CUST000396,395,0.02625293683425306
C00397,CUST000397,396,0.9566848435875905
C00398,CUST000398,397,0.019010948397329107
C00399,CUST000399,398,0.0050334788991014
C00400,CUST000400,399,0.003331774562555301
C00401,CUST000401,400,0.9673674141888838
C00402,CUST000402,401,0.9645428451446532
C00403,CUST000403,402,0.018369334624840764
C00404,CUST000404,403,0.020604508821315305
C00405,CUST000405,404,0.0016457795319338633
C00406,CUST000406,405,0.9618641887046494
C00407,CUST000407,406,0.9531136857096673
C00408,CUST000408,407,0.011970368991090304
C00409,CUST000409,408,0.009906867499636027
C00410,CUST000410,409,0.9748950906308204
C00411,CUST000411,410,0.007181039103817247
C00412,CUST000412,411,0.01705324761359659
C00413,CUST000413,412,0.004557420423563036
C00414,CUST000414,413,0.016760269242132936
C00415,CUST000415,414,0.9680776418201181
C00416,CUST000416,415,0.022178709353589596
C00417,CUST000417,416,0.009371185093626343
C00418,CUST000418,417,0.009792235061741417
C00419,CUST000419,418,0.007119545905621734
C00420,CUST000420,419,0.010751643599454963
C00421,CUST000421,420,0.9854930450684821
C00422,CUST000422,421,0.004354359854653562
C00423,CUST000423,422,0.0078033706646500126
C00424,CUST000424,423,0.023490464949005526
C00425,CUST000425,424,0.03986567314752461
C00426,CUST000426,425,0.9821735480632716
C00427,CUST000427,426,0.007322411910128469
C00428,CUST000428,427,0.9733438908500559
C00429,CUST000429,428,0.00959762446707736
C00430,CUST000430,429,0.9693611276792481
C00431,CUST000431,430,0.011071278457172854
C00432,CUST000432,431,0.009748217726436746
C00433,CUST000433,432,0.9741511962312579
C00434,CUST000434,433,0.9742651713955813
C00435,CUST000435,434,0.9902095416619132
C00436,CUST000436,435,0.017766206688632647
C00437,CUST000437,436,0.01932194696901166
C00438,CUST000438,437,0.047837663609701986
C00439,CUST000439,438,0.9737097000145439
C00440,CUST000440,439,0.9822744476144293
C00441,CUST000441,440,0.9789550079991007
C00442,CUST000442,441,0.9841513712093385
C00443,CUST000443,442,0.9683517345333983
C00444,CUST000444,443,0.03154351736797579
C00445,CUST000445,444,0.9695360256007725
C00446,CUST000446,445,0.0177561542683569
C00447,CUST000447,446,0.969791015597415
C00448,CUST000448,447,0.9686075407477813
C00449,CUST000449,448,0.02450779395537046
C00450,CUST000450,449,0.03931800385980079
C00451,CUST000451,450,0.008439159940630088
C00452,CUST000452,451,0.004043406780723927
C00453,CUST000453,452,0.9708304605733964
C00454,CUST000454,453,0.0057906353041172615
C00455,CUST000455,454,0.024852249552100494
C00456,CUST000456,455,0.9610274753231021
C00457,CUST000457,456,0.006624181755511688
C00458,CUST000458,457,0.03141715812066554
C00459,CUST000459,458,0.9821810169493314
C00460,CUST000460,459,0.018354271246954153
C00461,CUST000461,460,0.007039805748814585
C00462,CUST000462,461,0.003979559904438252
C00463,CUST000463,462,0.01779651872579383
C00464,CUST000464,463,0.9684557469401776
C00465,CUST000465,464,0.9928864579481229
C00466,CUST000466,465,0.0031064026010449415
C00467,CUST000467,466,0.009277159157915698
C00468,CUST000468,467,0.005816270107016288
C00469,CUST000469,468,0.0157656187415203
C00470,CUST000470,469,0.9628766002442781
C00471,CUST000471,470,0.01155186132276459
C00472,CUST000472,471,0.014815321871280143
C00473,CUST000473,472,0.9651602397836344
C00474,CUST000474,473,0.9683816406152497
C00475,CUST000475,474,0.027796555487677316
C00476,CUST000476,475,0.006980553849346566
C00477,CUST000477,476,0.004183408021314086
C00478,CUST000478,477,0.9661862085209476
C00479,CUST000479,478,0.01833292464629045
C00480,CUST000480,479,0.013569068605052696
C00481,CUST000481,480,0.9743660406286857
C00482,CUST000482,481,0.01856154745728029
C00483,CUST000483,482,0.9480683234536511
C00484,CUST000484,483,0.023755368686113967
C00485,CUST000485,484,0.010019423691289173
C00486,CUST000486,485,0.035023574495768504
C00487,CUST000487,486,0.9759883543463853
C00488,CUST000488,487,0.015466521993522537
C00489,CUST000489,488,0.9800205153871486
C00490,CUST000490,489,0.010344157237101892
C00491,CUST000491,490,0.013933096553872606
C00492,CUST000492,491,0.013450244884294844
C00493,CUST000493,492,0.018539229840425487
C00494,CUST000494,493,0.9539387710994083
C00495,CUST000495,494,0.9599164711198684
C00496,CUST000496,495,0.019613597074055238
C00497,CUST000497,496,0.029356019310533093
C00498,CUST000498,497,0.005860730233919476
C00499,CUST000499,498,0.009188800407934837
C00500,CUST000500,499,0.030507587596214362
